Documento;Hora_completa;;Hora;Habitat;Indice;Valor;;;;;
ISLAGRANDE01__0__20191217_132733.wav;132733.wav;13;;Marino;Ndsi;0.668411644814959;;;;;
ISLAGRANDE01__0__20191217_153733.wav;153733.wav;15;;Marino;Ndsi;0.299166450873587;;;;;
ISLAGRANDE01__0__20191217_174733.wav;174733.wav;17;;Marino;Ndsi;0.316180157133344;;;;;
ISLAGRANDE01__0__20191217_195733.wav;195733.wav;19;;Marino;Ndsi;0.517203799404985;;;;;
ISLAGRANDE01__0__20191217_220733.wav;220733.wav;22;;Marino;Ndsi;0.946374647245948;;;;;
ISLAGRANDE01__0__20191218_001733.wav;001733.wav;00;;Marino;Ndsi;0.467163031614222;;;;;
ISLAGRANDE01__0__20191218_022733.wav;022733.wav;02;;Marino;Ndsi;0.963574649923048;;;;;
ISLAGRANDE01__0__20191218_043733.wav;043733.wav;04;;Marino;Ndsi;0.673547930757907;;;;;
ISLAGRANDE01__0__20191218_064733.wav;064733.wav;06;;Marino;Ndsi;0.415406054007766;;;;;
ISLAGRANDE01__0__20191218_085733.wav;085733.wav;08;;Marino;Ndsi;0.105511510903864;;;;;
ISLAGRANDE01__0__20191218_110733.wav;110733.wav;11;;Marino;Ndsi;0.569172449137219;;;;;
ISLAGRANDE01__0__20191218_131733.wav;131733.wav;13;;Marino;Ndsi;0.572777527001425;;;;;
ISLAGRANDE01__0__20191218_152733.wav;152733.wav;15;;Marino;Ndsi;0.993379152606109;;;;;
ISLAGRANDE01__0__20191218_173733.wav;173733.wav;17;;Marino;Ndsi;0.868107824914731;;;;;
ISLAGRANDE01__0__20191218_194733.wav;194733.wav;19;;Marino;Ndsi;0.996391037806223;;;;;
ISLAGRANDE01__0__20191218_215733.wav;215733.wav;21;;Marino;Ndsi;0.987496005346358;;;;;
ISLAGRANDE01__0__20191219_000733.wav;000733.wav;00;;Marino;Ndsi;0.999660183591905;;;;;
ISLAGRANDE01__0__20191219_021733.wav;021733.wav;02;;Marino;Ndsi;0.999527069718712;;;;;
ISLAGRANDE01__0__20191219_042733.wav;042733.wav;04;;Marino;Ndsi;0.886052861728561;;;;;
ISLAGRANDE01__0__20191219_063733.wav;063733.wav;06;;Marino;Ndsi;0.775078845307605;;;;;
ISLAGRANDE01__0__20191219_084733.wav;084733.wav;08;;Marino;Ndsi;0.45919009406443;;;;;
ISLAGRANDE01__0__20191219_105733.wav;105733.wav;10;;Marino;Ndsi;0.797967231777913;;;;;
ISLAGRANDE01__0__20191219_130733.wav;130733.wav;13;;Marino;Ndsi;0.767637076735543;;;;;
ISLAGRANDE01__0__20191219_151733.wav;151733.wav;15;;Marino;Ndsi;0.997200761535167;;;;;
ISLAGRANDE01__0__20191219_172733.wav;172733.wav;17;;Marino;Ndsi;0.941204030616591;;;;;
ISLAGRANDE01__0__20191219_193733.wav;193733.wav;19;;Marino;Ndsi;0.949334248316299;;;;;
ISLAGRANDE01__0__20191219_214733.wav;214733.wav;21;;Marino;Ndsi;0.987741382680962;;;;;
ISLAGRANDE01__0__20191219_235733.wav;235733.wav;23;;Marino;Ndsi;0.998642668379967;;;;;
ISLAGRANDE01__0__20191220_020733.wav;020733.wav;02;;Marino;Ndsi;0.999281931981437;;;;;
ISLAGRANDE01__0__20191220_041733.wav;041733.wav;04;;Marino;Ndsi;0.978771861567787;;;;;
ISLAGRANDE01__0__20191220_062733.wav;062733.wav;06;;Marino;Ndsi;0.679495205670298;;;;;
ISLAGRANDE01__0__20191220_083733.wav;083733.wav;08;;Marino;Ndsi;0.97648424736768;;;;;
ISLAGRANDE01__0__20191220_104733.wav;104733.wav;10;;Marino;Ndsi;0.395666181661322;;;;;
ISLAGRANDE01__0__20191220_125733.wav;125733.wav;12;;Marino;Ndsi;0.529753518134219;;;;;
ISLAGRANDE01__0__20191220_150733.wav;150733.wav;15;;Marino;Ndsi;0.98180312386911;;;;;
ISLAGRANDE01__0__20191220_171733.wav;171733.wav;17;;Marino;Ndsi;0.709236191670612;;;;;
ISLAGRANDE01__0__20191220_192733.wav;192733.wav;19;;Marino;Ndsi;0.975285126645739;;;;;
ISLAGRANDE01__0__20191220_213733.wav;213733.wav;21;;Marino;Ndsi;0.99628305467344;;;;;
ISLAGRANDE01__0__20191220_234733.wav;234733.wav;23;;Marino;Ndsi;0.975245324073212;;;;;
ISLA3__0__20210717_111642.wav;111642.wav;11;;Marino;Ndsi;0.945880379900391;;;;;
ISLA3__0__20210717_132642.wav;132642.wav;13;;Marino;Ndsi;0.543956620721619;;;;;
ISLA3__0__20210717_153642.wav;153642.wav;15;;Marino;Ndsi;0.556728867189336;;;;;
ISLA3__0__20210717_174642.wav;174642.wav;17;;Marino;Ndsi;0.996096886575435;;;;;
ISLA3__0__20210717_195642.wav;195642.wav;19;;Marino;Ndsi;0.993775190522917;;;;;
ISLA3__0__20210717_220642.wav;220642.wav;22;;Marino;Ndsi;0.955073017022946;;;;;
ISLA3__0__20210718_001642.wav;001642.wav;00;;Marino;Ndsi;0.878436585865194;;;;;
ISLA3__0__20210718_022642.wav;022642.wav;02;;Marino;Ndsi;0.992109262092147;;;;;
ISLA3__0__20210718_043642.wav;043642.wav;04;;Marino;Ndsi;0.939352406192999;;;;;
ISLA3__0__20210718_064642.wav;064642.wav;06;;Marino;Ndsi;0.431367805885193;;;;;
ISLA3__0__20210718_085642.wav;085642.wav;08;;Marino;Ndsi;0.559584923293172;;;;;
ISLA3__0__20210718_110642.wav;110642.wav;11;;Marino;Ndsi;0.66968353919368;;;;;
ISLA3__0__20210718_131642.wav;131642.wav;13;;Marino;Ndsi;0.770853223034672;;;;;
ISLA3__0__20210718_152642.wav;152642.wav;15;;Marino;Ndsi;0.42689071162199;;;;;
ISLA3__0__20210718_173642.wav;173642.wav;17;;Marino;Ndsi;0.890355059212154;;;;;
ISLA3__0__20210718_194642.wav;194642.wav;19;;Marino;Ndsi;0.996130004030405;;;;;
ISLA3__0__20210718_215642.wav;215642.wav;21;;Marino;Ndsi;0.957470712004277;;;;;
ISLA3__0__20210719_000642.wav;000642.wav;00;;Marino;Ndsi;0.985586385721464;;;;;
ISLA3__0__20210719_021642.wav;021642.wav;02;;Marino;Ndsi;0.978562641721539;;;;;
ISLA3__0__20210719_042642.wav;042642.wav;04;;Marino;Ndsi;0.9843972388735;;;;;
ISLA3__0__20210719_063642.wav;063642.wav;06;;Marino;Ndsi;0.767023110536925;;;;;
ISLA3__0__20210719_084642.wav;084642.wav;08;;Marino;Ndsi;0.366496201381044;;;;;
ISLA3__0__20210719_105642.wav;105642.wav;10;;Marino;Ndsi;0.647025897596295;;;;;
ISLA3__0__20210719_130642.wav;130642.wav;13;;Marino;Ndsi;0.660876297834031;;;;;
ISLA3__0__20210719_151642.wav;151642.wav;15;;Marino;Ndsi;-0.0144867603040935;;;;;
ISLA3__0__20210719_172642.wav;172642.wav;17;;Marino;Ndsi;-0.131246832738603;;;;;
ISLA3__0__20210719_193642.wav;193642.wav;19;;Marino;Ndsi;0.98897160985491;;;;;
ISLA3__0__20210719_214642.wav;214642.wav;21;;Marino;Ndsi;0.985022829974461;;;;;
ISLA3__0__20210719_235642.wav;235642.wav;23;;Marino;Ndsi;0.971851878779486;;;;;
ISLA3__0__20210720_020642.wav;020642.wav;02;;Marino;Ndsi;0.988984433958895;;;;;
ISLA3__0__20210720_041642.wav;041642.wav;04;;Marino;Ndsi;0.947674953089213;;;;;
ISLA3__0__20210720_062642.wav;062642.wav;06;;Marino;Ndsi;0.591117912965571;;;;;
ISLA3__0__20210720_083642.wav;083642.wav;08;;Marino;Ndsi;0.556932890481241;;;;;
ISLA3__0__20210720_104642.wav;104642.wav;10;;Marino;Ndsi;0.356146203692692;;;;;
ISLA3__0__20210720_125642.wav;125642.wav;12;;Marino;Ndsi;0.633873487620086;;;;;
ISLA3__0__20210720_150642.wav;150642.wav;15;;Marino;Ndsi;0.789022190995339;;;;;
ISLA3__0__20210720_171642.wav;171642.wav;17;;Marino;Ndsi;0.883110529241889;;;;;
ISLA3__0__20210720_192642.wav;192642.wav;19;;Marino;Ndsi;0.987180026273433;;;;;
ISLA3__0__20210720_213642.wav;213642.wav;21;;Marino;Ndsi;0.980716967046457;;;;;
ISLA3__0__20210720_234642.wav;234642.wav;23;;Marino;Ndsi;0.96278801848696;;;;;
ISLA3__0__20210721_015642.wav;015642.wav;01;;Marino;Ndsi;0.924793154962765;;;;;
ISLA3__0__20210721_040642.wav;040642.wav;04;;Marino;Ndsi;0.710688425745766;;;;;
ISLA3__0__20210721_061642.wav;061642.wav;06;;Marino;Ndsi;0.589496228041228;;;;;
ISLA3__0__20210721_082642.wav;082642.wav;08;;Marino;Ndsi;0.660997670807372;;;;;
ISLA3__0__20210721_103642.wav;103642.wav;10;;Marino;Ndsi;0.53499418183184;;;;;
ISLA3__0__20210721_124642.wav;124642.wav;12;;Marino;Ndsi;0.57447987958005;;;;;
ISLA3__0__20210721_145642.wav;145642.wav;14;;Marino;Ndsi;0.568503009130349;;;;;
ISLA3__0__20210721_170642.wav;170642.wav;17;;Marino;Ndsi;0.230992022627248;;;;;
ISLA3__0__20210721_191642.wav;191642.wav;19;;Marino;Ndsi;0.998310091373737;;;;;
ISLA3__0__20210721_212642.wav;212642.wav;21;;Marino;Ndsi;0.982762969017093;;;;;
ISLA3__0__20210721_233642.wav;233642.wav;23;;Marino;Ndsi;0.985071631171139;;;;;
ISLA3__0__20210722_014642.wav;014642.wav;01;;Marino;Ndsi;0.902356466696317;;;;;
ISLA3__0__20210722_035642.wav;035642.wav;03;;Marino;Ndsi;0.996496350074753;;;;;
ISLA3__0__20210722_060642.wav;060642.wav;06;;Marino;Ndsi;0.79755080413745;;;;;
ISLA3__0__20210722_081642.wav;081642.wav;08;;Marino;Ndsi;0.713264804881906;;;;;
ISLA3__0__20210722_102642.wav;102642.wav;10;;Marino;Ndsi;0.735413918707935;;;;;
ISLA3__0__20210722_123642.wav;123642.wav;12;;Marino;Ndsi;0.68191722089826;;;;;
ISLA3__0__20210722_144642.wav;144642.wav;14;;Marino;Ndsi;0.43281220910309;;;;;
ISLA3__0__20210722_165642.wav;165642.wav;16;;Marino;Ndsi;0.462250763854076;;;;;
ISLA3__0__20210722_190642.wav;190642.wav;19;;Marino;Ndsi;0.997619538504113;;;;;
ISLA3__0__20210722_211642.wav;211642.wav;21;;Marino;Ndsi;0.915479263580609;;;;;
ISLA3__0__20210722_232642.wav;232642.wav;23;;Marino;Ndsi;0.800629473463514;;;;;
ISLA3__0__20210723_013642.wav;013642.wav;01;;Marino;Ndsi;0.952667615037707;;;;;
ISLA3__0__20210723_034642.wav;034642.wav;03;;Marino;Ndsi;0.976597850107229;;;;;
ISLA3__0__20210723_055642.wav;055642.wav;05;;Marino;Ndsi;0.660921663750724;;;;;
ISLA3__0__20210723_080642.wav;080642.wav;08;;Marino;Ndsi;0.520733079629685;;;;;
ISLA3__0__20210723_101642.wav;101642.wav;10;;Marino;Ndsi;0.85324143412116;;;;;
ISLA3__0__20210723_122642.wav;122642.wav;12;;Marino;Ndsi;0.384786678166771;;;;;
ISLA3__0__20210723_143642.wav;143642.wav;14;;Marino;Ndsi;0.711449817679992;;;;;
ISLA3__0__20210723_164642.wav;164642.wav;16;;Marino;Ndsi;0.495880532604587;;;;;
ISLA3__0__20210723_185642.wav;185642.wav;18;;Marino;Ndsi;0.995720931526092;;;;;
ISLA3__0__20210723_210642.wav;210642.wav;21;;Marino;Ndsi;0.976870393391061;;;;;
ISLA3__0__20210723_231642.wav;231642.wav;23;;Marino;Ndsi;0.980267813336698;;;;;
KM5__0__20191106_135041.wav;135041.wav;13;;Marino;Ndsi;0.467578152375322;;;;;
KM5__0__20191106_160041.wav;160041.wav;16;;Marino;Ndsi;-0.319778837328881;;;;;
KM5__0__20191106_181041.wav;181041.wav;18;;Marino;Ndsi;-0.924149896051465;;;;;
KM5__0__20191106_202041.wav;202041.wav;20;;Marino;Ndsi;-0.89693104215481;;;;;
KM5__0__20191106_223041.wav;223041.wav;22;;Marino;Ndsi;-0.736165958578988;;;;;
KM5__0__20191107_004041.wav;004041.wav;00;;Marino;Ndsi;-0.755669832942467;;;;;
KM5__0__20191107_025041.wav;025041.wav;02;;Marino;Ndsi;-0.429064043704579;;;;;
KM5__0__20191107_050041.wav;050041.wav;05;;Marino;Ndsi;-0.880695708046597;;;;;
KM5__0__20191107_071041.wav;071041.wav;07;;Marino;Ndsi;-0.846897975097702;;;;;
KM5__0__20191107_092041.wav;092041.wav;09;;Marino;Ndsi;0.353312312632188;;;;;
KM5__0__20191107_113041.wav;113041.wav;11;;Marino;Ndsi;0.542041545859899;;;;;
KM5__0__20191107_134041.wav;134041.wav;13;;Marino;Ndsi;-0.219131353872334;;;;;
KM5__0__20191107_155041.wav;155041.wav;15;;Marino;Ndsi;0.401196722895512;;;;;
KM5__0__20191107_180041.wav;180041.wav;18;;Marino;Ndsi;-0.126089555971912;;;;;
KM5__0__20191107_201041.wav;201041.wav;20;;Marino;Ndsi;0.636435077803054;;;;;
KM5__0__20191107_222041.wav;222041.wav;22;;Marino;Ndsi;0.601836951409856;;;;;
KM5__0__20191108_003041.wav;003041.wav;00;;Marino;Ndsi;-0.149890688773603;;;;;
KM5__0__20191108_024041.wav;024041.wav;02;;Marino;Ndsi;0.90291542937862;;;;;
KM5__0__20191108_045041.wav;045041.wav;04;;Marino;Ndsi;-0.0719366653300821;;;;;
KM5__0__20191108_070041.wav;070041.wav;07;;Marino;Ndsi;0.798604003706397;;;;;
KM5__0__20191108_091041.wav;091041.wav;09;;Marino;Ndsi;-0.0179234667109369;;;;;
KM5__0__20191108_112041.wav;112041.wav;11;;Marino;Ndsi;-0.0782111572020485;;;;;
KM5__0__20191108_133041.wav;133041.wav;13;;Marino;Ndsi;-0.285126318436096;;;;;
KM5__0__20191108_154041.wav;154041.wav;15;;Marino;Ndsi;0.671529813104334;;;;;
KM5__0__20191108_175041.wav;175041.wav;17;;Marino;Ndsi;0.726124072450267;;;;;
KM5__0__20191108_200041.wav;200041.wav;20;;Marino;Ndsi;0.635313691071385;;;;;
KM5__0__20191108_221041.wav;221041.wav;22;;Marino;Ndsi;0.786070425866938;;;;;
KM5__0__20191109_002041.wav;002041.wav;00;;Marino;Ndsi;0.714099908763533;;;;;
KM5__0__20191109_023041.wav;023041.wav;02;;Marino;Ndsi;0.835091924986172;;;;;
KM5__0__20191109_044041.wav;044041.wav;04;;Marino;Ndsi;-0.672291026127222;;;;;
KM5__0__20191109_065041.wav;065041.wav;06;;Marino;Ndsi;0.817853869144931;;;;;
KM5__0__20191109_090041.wav;090041.wav;09;;Marino;Ndsi;0.195740465715155;;;;;
KM5__0__20191109_111041.wav;111041.wav;11;;Marino;Ndsi;-0.136361363338974;;;;;
KM5__0__20191109_132041.wav;132041.wav;13;;Marino;Ndsi;0.367165900702836;;;;;
KM5__0__20191109_153041.wav;153041.wav;15;;Marino;Ndsi;0.343002491026809;;;;;
KM5__0__20191109_174041.wav;174041.wav;17;;Marino;Ndsi;0.214457433007682;;;;;
KM5__0__20191109_195041.wav;195041.wav;19;;Marino;Ndsi;0.508052573418355;;;;;
KM5__0__20191109_220041.wav;220041.wav;22;;Marino;Ndsi;0.673131689333031;;;;;
KM5__0__20191110_001041.wav;001041.wav;00;;Marino;Ndsi;0.853550055570185;;;;;
KM5__0__20191110_022041.wav;022041.wav;02;;Marino;Ndsi;0.612560025883905;;;;;
KM5__0__20191110_043041.wav;043041.wav;04;;Marino;Ndsi;0.15492222176136;;;;;
KM5__0__20191110_064041.wav;064041.wav;06;;Marino;Ndsi;0.739964995363421;;;;;
KM5__0__20191110_085041.wav;085041.wav;08;;Marino;Ndsi;0.359331638382185;;;;;
KM5__0__20191110_110041.wav;110041.wav;11;;Marino;Ndsi;-0.1636008093647;;;;;
KM5__0__20191110_131041.wav;131041.wav;13;;Marino;Ndsi;-0.313700331424615;;;;;
KM5__0__20191110_152041.wav;152041.wav;15;;Marino;Ndsi;0.674135418051789;;;;;
KM5__0__20191110_173041.wav;173041.wav;17;;Marino;Ndsi;-0.0242030958429403;;;;;
KM5__0__20191110_194041.wav;194041.wav;19;;Marino;Ndsi;0.728788338107766;;;;;
KM5__0__20191110_215041.wav;215041.wav;21;;Marino;Ndsi;0.859586345821307;;;;;
KM5__0__20191111_000041.wav;000041.wav;00;;Marino;Ndsi;0.858269123416622;;;;;
KM5__0__20191111_021041.wav;021041.wav;02;;Marino;Ndsi;0.837819425332165;;;;;
KM5__0__20191111_042041.wav;042041.wav;04;;Marino;Ndsi;0.252463041072251;;;;;
KM5__0__20191111_063041.wav;063041.wav;06;;Marino;Ndsi;0.639201866085671;;;;;
KM5__0__20191111_084041.wav;084041.wav;08;;Marino;Ndsi;0.0105806753996129;;;;;
KM5__0__20191111_105041.wav;105041.wav;10;;Marino;Ndsi;-0.0187321964305528;;;;;
KM5__0__20191111_130041.wav;130041.wav;13;;Marino;Ndsi;-0.398174063906586;;;;;
KM5__0__20191111_151041.wav;151041.wav;15;;Marino;Ndsi;0.0833999585556361;;;;;
KM5__0__20191111_172041.wav;172041.wav;17;;Marino;Ndsi;0.116741277293477;;;;;
KM5__0__20191111_193041.wav;193041.wav;19;;Marino;Ndsi;0.0925363957412466;;;;;
KM5__0__20191111_214041.wav;214041.wav;21;;Marino;Ndsi;0.321380803551892;;;;;
KM5__0__20191111_235041.wav;235041.wav;23;;Marino;Ndsi;0.856211121716106;;;;;
KM5__0__20191112_020041.wav;020041.wav;02;;Marino;Ndsi;0.873078498812522;;;;;
KM5__0__20191112_041041.wav;041041.wav;04;;Marino;Ndsi;-0.0999568172229639;;;;;
KM5__0__20191112_062041.wav;062041.wav;06;;Marino;Ndsi;0.593135167897177;;;;;
KM5__0__20191112_083041.wav;083041.wav;08;;Marino;Ndsi;0.622873269127509;;;;;
KM5__0__20191112_104041.wav;104041.wav;10;;Marino;Ndsi;0.327699252615076;;;;;
KM5__0__20191112_125041.wav;125041.wav;12;;Marino;Ndsi;0.0195608008399444;;;;;
KM5__0__20191112_150041.wav;150041.wav;15;;Marino;Ndsi;0.3968691225679;;;;;
KM5__0__20191112_171041.wav;171041.wav;17;;Marino;Ndsi;-0.533394417844441;;;;;
KM5__0__20191112_192041.wav;192041.wav;19;;Marino;Ndsi;0.646785472293161;;;;;
KM5__0__20191112_213041.wav;213041.wav;21;;Marino;Ndsi;0.759743421371914;;;;;
KM5__0__20191112_234041.wav;234041.wav;23;;Marino;Ndsi;0.28832924661538;;;;;
KM5__0__20191113_015041.wav;015041.wav;01;;Marino;Ndsi;0.918522310762915;;;;;
KM5__0__20191113_040041.wav;040041.wav;04;;Marino;Ndsi;0.740158081054079;;;;;
KM5__0__20191113_061041.wav;061041.wav;06;;Marino;Ndsi;0.406921937432356;;;;;
KM5__0__20191113_082041.wav;082041.wav;08;;Marino;Ndsi;0.339491507264243;;;;;
KM5__0__20191113_103041.wav;103041.wav;10;;Marino;Ndsi;-0.0154868668406091;;;;;
KM5__0__20191113_124041.wav;124041.wav;12;;Marino;Ndsi;-0.20082354484266;;;;;
KM5__0__20191113_145041.wav;145041.wav;14;;Marino;Ndsi;0.386400948866261;;;;;
KM5__0__20191113_170041.wav;170041.wav;17;;Marino;Ndsi;0.141053856612928;;;;;
KM5__0__20191113_191041.wav;191041.wav;19;;Marino;Ndsi;-0.157058468992081;;;;;
KM5__0__20191113_212041.wav;212041.wav;21;;Marino;Ndsi;0.434834550438971;;;;;
KM5__0__20191113_233041.wav;233041.wav;23;;Marino;Ndsi;0.80497276232928;;;;;
KM5__0__20191114_014041.wav;014041.wav;01;;Marino;Ndsi;0.80133820720691;;;;;
KM5__0__20191114_035041.wav;035041.wav;03;;Marino;Ndsi;0.540689702190614;;;;;
KM5__0__20191114_060041.wav;060041.wav;06;;Marino;Ndsi;0.565679411251896;;;;;
KM5__0__20191114_081041.wav;081041.wav;08;;Marino;Ndsi;0.797956557973207;;;;;
KM5__0__20191114_102041.wav;102041.wav;10;;Marino;Ndsi;0.252377689532133;;;;;
KM5__0__20191114_123041.wav;123041.wav;12;;Marino;Ndsi;-0.259456903323672;;;;;
KM5__0__20191114_144041.wav;144041.wav;14;;Marino;Ndsi;0.50397934966158;;;;;
KM5__0__20191114_165041.wav;165041.wav;16;;Marino;Ndsi;-0.851064416680671;;;;;
KM5__0__20191114_190041.wav;190041.wav;19;;Marino;Ndsi;-0.846014989439259;;;;;
KM5__0__20191114_211041.wav;211041.wav;21;;Marino;Ndsi;-0.823945714585198;;;;;
KM5__0__20191114_232041.wav;232041.wav;23;;Marino;Ndsi;-0.654279365570292;;;;;
KM5__0__20191115_013041.wav;013041.wav;01;;Marino;Ndsi;-0.721375930024696;;;;;
KM5__0__20191115_034041.wav;034041.wav;03;;Marino;Ndsi;-0.795695642981989;;;;;
KM5__0__20191115_055041.wav;055041.wav;05;;Marino;Ndsi;-0.741662411654927;;;;;
KM5__0__20191115_080041.wav;080041.wav;08;;Marino;Ndsi;-0.892323543664533;;;;;
KM5__0__20191115_101041.wav;101041.wav;10;;Marino;Ndsi;0.0151477810803679;;;;;
KM5__0__20191115_122041.wav;122041.wav;12;;Marino;Ndsi;-0.0153176731527694;;;;;
KM5__0__20191115_143041.wav;143041.wav;14;;Marino;Ndsi;-0.451702844964703;;;;;
KM5__0__20191115_164041.wav;164041.wav;16;;Marino;Ndsi;0.741466635963875;;;;;
KM5__0__20191115_185041.wav;185041.wav;18;;Marino;Ndsi;0.551710241550548;;;;;
KM5__0__20191115_210041.wav;210041.wav;21;;Marino;Ndsi;0.746038791966123;;;;;
KM5__0__20191115_231041.wav;231041.wav;23;;Marino;Ndsi;0.733880397829115;;;;;
KM502--__0__20200205_110120.wav;110120.wav;11;;Marino;Ndsi;0.493789630619516;;;;;
KM502--__0__20200205_131120.wav;131120.wav;13;;Marino;Ndsi;0.500005443951116;;;;;
KM502--__0__20200205_152120.wav;152120.wav;15;;Marino;Ndsi;0.442229934785554;;;;;
KM502--__0__20200205_173120.wav;173120.wav;17;;Marino;Ndsi;0.56878579506862;;;;;
KM502--__0__20200205_194120.wav;194120.wav;19;;Marino;Ndsi;0.783325348740126;;;;;
KM502--__0__20200205_215120.wav;215120.wav;21;;Marino;Ndsi;0.95489557003122;;;;;
KM502--__0__20200206_000120.wav;000120.wav;00;;Marino;Ndsi;0.958739705525274;;;;;
KM502--__0__20200206_021120.wav;021120.wav;02;;Marino;Ndsi;0.949333599124165;;;;;
KM502--__0__20200206_042120.wav;042120.wav;04;;Marino;Ndsi;0.841388175504834;;;;;
KM502--__0__20200206_063120.wav;063120.wav;06;;Marino;Ndsi;0.885363688902597;;;;;
KM502--__0__20200206_084120.wav;084120.wav;08;;Marino;Ndsi;0.871433799942418;;;;;
KM502--__0__20200206_105120.wav;105120.wav;10;;Marino;Ndsi;0.893936186436007;;;;;
KM502--__0__20200206_130120.wav;130120.wav;13;;Marino;Ndsi;0.247712048765283;;;;;
KM502--__0__20200206_151120.wav;151120.wav;15;;Marino;Ndsi;0.407040650061072;;;;;
KM502--__0__20200206_172120.wav;172120.wav;17;;Marino;Ndsi;0.87782756455919;;;;;
KM502--__0__20200206_193120.wav;193120.wav;19;;Marino;Ndsi;0.533515762741646;;;;;
KM502--__0__20200206_214120.wav;214120.wav;21;;Marino;Ndsi;0.889289121178803;;;;;
KM502--__0__20200206_235120.wav;235120.wav;23;;Marino;Ndsi;0.958425516816352;;;;;
KM502--__0__20200207_020120.wav;020120.wav;02;;Marino;Ndsi;0.95997230578175;;;;;
KM502--__0__20200207_041120.wav;041120.wav;04;;Marino;Ndsi;0.904018924567595;;;;;
KM502--__0__20200207_062120.wav;062120.wav;06;;Marino;Ndsi;0.833811882867915;;;;;
KM502--__0__20200207_083120.wav;083120.wav;08;;Marino;Ndsi;0.567218056748188;;;;;
KM502--__0__20200207_104120.wav;104120.wav;10;;Marino;Ndsi;0.851708589643733;;;;;
KM502--__0__20200207_125120.wav;125120.wav;12;;Marino;Ndsi;0.337880901891084;;;;;
KM502--__0__20200207_171120.wav;171120.wav;17;;Marino;Ndsi;0.954624382970045;;;;;
KM502--__0__20200207_192120.wav;192120.wav;19;;Marino;Ndsi;0.22727048107805;;;;;
KM502--__0__20200207_213120.wav;213120.wav;21;;Marino;Ndsi;0.621772641319047;;;;;
KM502--__0__20200207_234120.wav;234120.wav;23;;Marino;Ndsi;0.94325598426103;;;;;
KM502--__0__20200208_015120.wav;015120.wav;01;;Marino;Ndsi;0.948325355466659;;;;;
KM502--__0__20200208_040120.wav;040120.wav;04;;Marino;Ndsi;0.871918030691178;;;;;
KM502--__0__20200208_061120.wav;061120.wav;06;;Marino;Ndsi;0.683174306632314;;;;;
KM502--__0__20200208_082120.wav;082120.wav;08;;Marino;Ndsi;0.934160946595116;;;;;
KM502--__0__20200208_103120.wav;103120.wav;10;;Marino;Ndsi;0.80867474640226;;;;;
KM502--__0__20200208_124120.wav;124120.wav;12;;Marino;Ndsi;0.196808867615191;;;;;
KM502--__0__20200208_145120.wav;145120.wav;14;;Marino;Ndsi;0.16024781900994;;;;;
KM502--__0__20200208_170120.wav;170120.wav;17;;Marino;Ndsi;0.75714425855573;;;;;
KM502--__0__20200208_191120.wav;191120.wav;19;;Marino;Ndsi;0.521635002000151;;;;;
KM502--__0__20200208_212120.wav;212120.wav;21;;Marino;Ndsi;0.626659379401303;;;;;
KM502--__0__20200208_233120.wav;233120.wav;23;;Marino;Ndsi;0.712027441132032;;;;;
KM502--__0__20200209_014120.wav;014120.wav;01;;Marino;Ndsi;0.871039083816152;;;;;
KM502--__0__20200209_035120.wav;035120.wav;03;;Marino;Ndsi;0.920507477082447;;;;;
KM502--__0__20200209_060120.wav;060120.wav;06;;Marino;Ndsi;0.872920524791509;;;;;
KM502--__0__20200209_081120.wav;081120.wav;08;;Marino;Ndsi;0.613317442730527;;;;;
KM502--__0__20200209_102120.wav;102120.wav;10;;Marino;Ndsi;0.650693674695872;;;;;
KM502--__0__20200209_123120.wav;123120.wav;12;;Marino;Ndsi;0.033311280773091;;;;;
KM502--__0__20200209_165120.wav;165120.wav;16;;Marino;Ndsi;0.73538106298274;;;;;
KM502--__0__20200209_190120.wav;190120.wav;19;;Marino;Ndsi;0.226287876231194;;;;;
KM502--__0__20200209_211120.wav;211120.wav;21;;Marino;Ndsi;0.232365303073166;;;;;
KM502--__0__20200209_232120.wav;232120.wav;23;;Marino;Ndsi;0.606500809039671;;;;;
KM502--__0__20200210_013120.wav;013120.wav;01;;Marino;Ndsi;0.928930561414666;;;;;
KM502--__0__20200210_034120.wav;034120.wav;03;;Marino;Ndsi;-0.118073795558622;;;;;
KM502--__0__20200210_055120.wav;055120.wav;05;;Marino;Ndsi;0.879071937557175;;;;;
KM502--__0__20200210_080120.wav;080120.wav;08;;Marino;Ndsi;0.726746257035367;;;;;
KM502--__0__20200210_101120.wav;101120.wav;10;;Marino;Ndsi;0.787741331815165;;;;;
KM502--__0__20200210_143120.wav;143120.wav;14;;Marino;Ndsi;0.300897107477714;;;;;
KM502--__0__20200210_164120.wav;164120.wav;16;;Marino;Ndsi;0.84520055259851;;;;;
KM502--__0__20200210_185120.wav;185120.wav;18;;Marino;Ndsi;0.828776793332459;;;;;
KM502--__0__20200210_210120.wav;210120.wav;21;;Marino;Ndsi;0.665720406982891;;;;;
KM502--__0__20200210_231120.wav;231120.wav;23;;Marino;Ndsi;0.42743400175553;;;;;
KM502--__0__20200211_012120.wav;012120.wav;01;;Marino;Ndsi;0.928881834314533;;;;;
KM502--__0__20200211_033120.wav;033120.wav;03;;Marino;Ndsi;0.730541244073172;;;;;
KM502--__0__20200211_054120.wav;054120.wav;05;;Marino;Ndsi;0.851290264143488;;;;;
